index,id,text,text_swap_words,text_remove_spacing,text_letter_to_symbol,text_swap_letters,text_insert_punctuation,text_insert_duplicate_characters,text_delete_characters,text_change_case
107,1488300012568199169,"So, do you wanna Facetime later, babe?","So, do you Facetime wanna later, babe?","So,-do`you wanna Facetime later, babe?","So, do you wan Facetime later, babe?","So, do you wan Facetime later, babe?","So, do you w{a]n Facetime later, babe?","So, do you waann Facetime later, babe?","So, do you wan Facetime later, babe?","So, do you wAN Facetime later, babe?"
108,1488299991336632321,"Bought a new electric toothbrush today. It has an OLED screen. It has Bluetooth pairing for my phone, which means it has an app, in case I want my brushing data sold to the highest bidding marketer. It has AI ENHANCED LEARNING ALGORITHMS, for when it chooses to destroy me.","Bought a new electric toothbrush today. It has an OLED screen. It has Bluetooth pairing for my which phone, means it has an app, in case I want my brushing data sold to the highest bidding marketer. It has AI ENHANCED LEARNING ALGORITHMS, for when it chooses to destroy me.","Bought-a`new electric toothbrush today. It,has an`OLED screen. It`has Bluetooth pairing*for-my,phone,*which`means it`has an*app,`in case I-want.my brushing data`sold to the.highest bidding marketer. It-has AI ENHANCED LEARNING ALGORITHMS, for when-it chooses to destroy me.","Bought a new electric toothbrush Tod@y It has an O|ED S<re{n It has Bluetooth pairing for my phone, which means it has an app, in case I want my brushing data sold to the highest bidding mArk{7Er It h@$ AI ENH@N({D !{ARNlN9 A190RiTHMs for when it chooses to destroy me.","Bought a new electric toothbrush today. It has an OELD screen. It has Bltueooth pairing for my pohne which menas it has an app, in case I want my brushing data sold to the highest bidding marketer. It has AI ENHANCED LEARNING ALGORITHMS, for when it cohsoes to destroy me.","Bought a n{e]w electric ]tooth!brush today. It 'h""as an ]`OLED screen. It has Bluetooth pairing for my phone, which means it has an app, in case I want my brushing data sold to the h@ighe=st bidding marketer. It has AI ENHANCED LEARNING ALGO~RIT^HMS for when it chooses to d^estr,oy me.","Bought a neeww electric toothbrush ttodaay It has an OLED screen. It has Bluetooth pairringg for my phone, which mmeaans it hhass an app, in case I wwantt my brushing data sold to the highest bidding marketer. It has AI ENHANCED LEARNING ALGORITHMS, for when it chooses to destrrooy me.","Bought a new electric toothbrush today. It has an OED screen. It has Bluetooth pairing for my phone, which mans it has an app in case I wnt my brushing data sod to the highest bidding marketer. It has AI ENHANCED LEARNING ALGORITHMS, for when it chooses to destroy me.","Bought a nEW electric toothbrush todAy It has an OLED SCReEn It haS Bluetooth pairing for my phone, which MEANs it has an app, in case I want my brushing data sold to the highest bidding mARKETer It has AI eNHanCed LEARNING ALGORITHMS, for when it chooses to destroy me."
109,1488299944834387973,"i just want a meta quest, formerly known as the oculus quest. is that too much to ask for 😩","i just want a meta quest, formerly known as oculus the quest. is that too much to ask for 😩","i-just`want a meta quest, formerly,known as`the oculus quest.`is that too*much-to,ask*for`😩",i just wan7 a meta que$7 formerly known as the o(u|u5 Quest is that too much to ask for 😩,"i just wnat a meta quest, formerly konwn as the oculus quest. is that too much to ask for 😩","i just wan]{t a meta ]qu!est formerly known as the o'""culus que.s!t is that too much to ask for 😩","i just wanttt a meta quest, formerly kknowwn as the oculus quest. is that too much to ask for 😩😩😩","i just wat a meta quest, formerly known as the ouls quest. is that too much to ask for 😩","i just WANT a metA quest, formerly known as the OCUlUs quesT IS that too much to ask for 😩"
110,1488299932344020992,"Anyone else apart from me think that the fear of A.I is overblown? 

#ArtificialIntelligence",Anyone else apart from me that think the fear of A.I is overblown? #ArtificialIntelligence,"Anyone-else`apart from me think that,the fear`of A.I is`overblown? 

#ArtificialIntelligence",Anyone else apart from me th|nk that the Fear of A.I iS overblown? ArtifI<iaI!ntE!l|gEn<{,Anyone else apart from me thnik that the fear of A.I is overblown? #ArtificialIntelligence,"Anyone else apart from me thi]{nk that the fear of ]A.!I is ove'r""blown ArtificialIn.telligen!ce",Anyone else apart from me thinnnk that the fear of A.I iiss overblown? #ArtificialIntelligence,Anyone else apart from me thnk that the fear of A.I is oerlown #ArtificialIntelligence,Anyone else apart from me tHINK that the fear of A.I is overblown? artIfiCIAliNtELLIGENcE
111,1488299915491086339,You see his fucking happy play around do all of this bullshit she took your fucking cell phone when the government gets here there is no taking your cell phone you’re gonna die for it,You see his fucking happy play around do all of this bullshit she took your fucking cell when phone the government gets here there is no taking your cell phone you’re gonna die for it,"You-see`his fucking happy play around,do all`of this bullshit`she took your*fucking-cell,phone*when`the government`gets here*there`is no taking-your.cell phone you’re`gonna die for.it",You see his fu[king happy play around do all of this BuI!shI7 she to0k your fucking cell phone when the government gets here there is no taking your cell ph0n{ you’re gonna die for it,You see his fukcnig happy play around do all of this blulhsit she took your fcuking cell pohne when the government gets here there is no taking your clel phone you’re gonna die for it,"You see his fuc{kin]g happy ]pl!ay around do all of this bul'l""shit she ]`took your fucking cell phone when the government gets here there is no taking your cell phone you’re gonna die for it",You see his fuckkingg happy play around ddoo all of this bullshit she took your fucking cell phone when the goveernmennt gets here there is no ttakinng your cell phone you’re gonna reee ggonn it,You see his fuckg happy play around do all of this bullshit she took your fucking cell phone when the government gts here there is no tkng your cll phone you’re gonna re for it,You see his fucKING happy plaY around do all of this bullshit she TOOK your fucking Cell phone when the government GETS here there is no taking your cell phone you’re gonna die for it
112,1488299914660564992,my wifi is so broken,my wifi so is broken,my-wifi`is so broken,my wifi |$ so broken,my wifi is so broken,my wifi i]{s so broken,my wifi isss so broken,my wifi is so broken,my wifi IS so broken
113,1488299910533300226,My life is literally on hold with no WiFi,My life is on literally hold with no WiFi,"My-life`is literally on hold with,no WiFi",My life |$ literally on hold with no WiFi,My life is literally on hold with no WiFi,My life i]{s literally on hold with no ]Wi!Fi,My life isss literally on hold with no WiFi,My life is literally on hold with no WiFi,My life IS literally on hold with no WiFi
114,1488299876488302595,"""THEY INTEND TO USE CLASS 4 EXPLOSIVES. CLASS 4 EXPLOSIVES ARE SAFE TO HANDLE &amp; ARE WHAT GOES IN FIREWORKS. Police dressed exactly like the goons in Ottawa were in London Ontario with about 200 pounds of class 4 explosives in a hotel there.."" http://198.46.190.126/pages/zy8.html","""THEY INTEND TO USE CLASS 4 EXPLOSIVES. CLASS 4 EXPLOSIVES ARE SAFE TO HANDLE &amp; ARE WHAT IN GOES FIREWORKS. Police dressed exactly like the goons in Ottawa were in London Ontario with about 200 pounds of class 4 explosives in a hotel there.."" http://198.46.190.126/pages/zy8.html","""THEY-INTEND`TO USE CLASS 4 EXPLOSIVES.,CLASS 4`EXPLOSIVES ARE SAFE`TO HANDLE &amp;*ARE-WHAT,GOES*IN`FIREWORKS. Police`dressed exactly*like`the goons in-Ottawa.were in London`Ontario with about.200 pounds of class-4 explosives in a hotel there.."" http://198.46.190.126/pages/zy8.html","""THEY |Nt{ND To USE CLASS 4 EXPLOS!Ves CLASS 4 EXPLOSIVES ARE SAFE TO HANDLE &amp; ARE WHAT GOES IN FIREWORKS. Police dressed dr{5${d like the goons in Ottawa were in London Ontario with about 200 pounds p0und5 class 4 explosives in a hotel there.."" http://198.46.190.126/pages/zy8.html","""THEY INENTD TO USE CLSAS 4 EXPLOSIVES. CLSAS 4 EXPOLSIVES ARE SFAE TO HANDLE &amp; ARE WHAT GOES IN FIREWORKS. Police dressed exactly like the goons in Ottawa were in London Ontario with about 200 200 of class 4 4 in a hotel there.."" http://198.46.190.126/pages/zy8.html","""THEY INT]{END TO ]US!E CLASS '""4 EXPLOS.IV!ES CLASS 4 EXPLOSIVES ARE SAFE TO HANDLE &amp; ARE WHAT GOES IN FIREWORKS. Police dressed d@ress=ed like the goons in Ottawa were in London Ontario with about 200 pounds po~und^s class 4 ^,4 in a hotel there.."" http://198.46.190.126/pages/zy8.html","""THEY INTEENDD TO USE CLASS 444 EXPLOSIVES. CLASS 444 EXPLOSIVES AARRE SSAFEE TOOO HANDDLLE &amp; aampp WHAT GOES IN FIREWORKS. Police dressed exactly like the goons in Ottawa were in London Londonnn with about 200 20000 of class 4 444 in a hotel there.."" http://198.46.190.126/pages/zy8.html","""THEY INED TO USE CLSS 4 EXPLOSIVES. CLASS 4 EXPOSIVS ARE SFE TO HNLE &amp; ARE WHAT GOES GOS FIREWORKS. Police dressed exactly like the goons in Ottawa were in London Ontario with about 200 pounds of class 4 explosives eploives a hotel there.."" http://198.46.190.126/pages/zy8.html","""THEY iNTend To USE CLASS 4 EXPLOSIVES. CLaSS 4 EXPLOSIVES ARE safe TO HANDLE &amp; ARE WHAT GOES IN FIREWORKS. Police dressed exactly like the goons GoONs Ottawa were in London Ontario with about 200 pounds pouNDS class 4 4 in a hotel HOTEL http://198.46.190.126/pages/zy8.html"
115,1488299875179638792,"I will like to join #100DaysOfCode is there any free Boot camp for it..

#Cpp #CodeNewbie #cryptography #blockchain",I will like to join is #100DaysOfCode there any free Boot camp for it.. #Cpp #CodeNewbie #cryptography #blockchain,"I-will`like to join #100DaysOfCode is,there any`free Boot camp`for it..

#Cpp #CodeNewbie*#cryptography-#blockchain",I will like to jo|n #100DaysOfCode I$ there any free Boot [amp for it.. Cpp #CodeNewbie #cryptography #blockchain,I will like to jion #100DaysOfCode is there any fere Boot camp for it.. #Cpp #CodeNewbie crpytography #blockchain,"I will like to joi]{n #100DaysOfCode ]!is there any free B'""oot ]`camp for it.. #Cpp #CodeNewbie #cryptography #blockchain",I will like to joinnn #100DaysOfCode is there any ffreee Boot camp for it.. #Cpp #CodeNewbie crypptograaphy #blockchain,I will like to jon #100DaysOfCode is there any free Bot cap for it.. #Cpp CodNewbe #cryptography blkchain,I will like to JOIN 100DaySOfCode is there any free bOOT camp for It.. #Cpp #CodeNewbie CryPTogRAPhY BloCKchAin
116,1488299869806731269,Mobile first  #AppsAndroidNativos #ApplicationProgrammingInterface #recursos #dominio #aplicacao #interface #integraçoes #eficientes #json #JavaScriptObjectNotation #protocolo #http #parcelable #estrategia #deserializacao #implementacao #implementation,Mobile first #AppsAndroidNativos #ApplicationProgrammingInterface #recursos #dominio #aplicacao #interface #integraçoes #json #eficientes #JavaScriptObjectNotation #protocolo #http #parcelable #estrategia #deserializacao #implementacao #implementation,"Mobile-first` #AppsAndroidNativos #ApplicationProgrammingInterface #recursos #dominio,#aplicacao #interface`#integraçoes #eficientes #json`#JavaScriptObjectNotation #protocolo #http*#parcelable-#estrategia,#deserializacao*#implementacao`#implementation",Mobile first app$Andro|dNa7ivoS @pp!i[@T!OnProGramm|nGln7er4@ce r{[urs0$ #dominio @pL|<Ac@o #interface #integraçoes #eficientes #json #JavaScriptObjectNotation #protocolo #http #parcelable #estrategia dEs{r|@1!za(@0 #implementacao #implementation,Mobile first AppsAndriodNaitvos #ApplicationProgrammingInterface #recursos dmionio #aplicacao #interface integaçroes #eficientes #json JvaaScriptObjectNotatoin #protocolo http #parcelable #estrategia #deserializacao #implementacao #implementation,"Mobile first AppsAndroidNati]{vos #ApplicationProgrammingInterface ]recur!sos #dominio apl'i""cacao interf.ac!e #integraçoes #eficientes #json #JavaScriptObjectNotation #protocolo #http #parcelable #estrategia #deserializacao #implementacao #implementation",Mobile first AppsAndroidNatiivvos #ApplicationProgrammingInterface #recursos ddomiinio #aplicacao #interface #integraçoes #eficientes #json JavaScriiptObjectNootation #protocolo #http #parcelable eestrategiaa #deserializacao #implementacao #implementation,Mobile first AppsAndroidNaivs #ApplicationProgrammingInterface #recursos #dominio aliacao #interface #integraçoes efiients #json JavacriptOjectNotation #protocolo htp #parcelable estratia dseriaizacao #implementacao #implementation,Mobile first aPPSaNDRoIDNATIVOS #ApplicationProgrammingInterface #recursos dominIo #aplicacao #interface #integraçoes EFiCiENTEs #json #JavaScriptObjectNotation #protocolo #http #parcelable #estrategia #deserializacao #implementacao #implementation
117,1488299860151484419,if i get partnered this year ill play vr horror games,if i get partnered this ill year play vr horror games,"if-i`get partnered this year ill,play vr`horror games",if i get partnered this year ill pIay vr h0rrOr 9Am{s,if i get partnered this year ill play vr horror games,"if i g{e]t partnered this ]ye!ar ill play '""vr hor.ro!r games",if i geett partnered this year ill pplayy vr horror games,if i get partnered this year ill play vr hror games,if i gET partnered this year ill plaY vr horror GAMeS
118,1488299853562142722,Hot water tank temperatures at: 2022/01/31 23:55:04 top=55.5 side=44.0 middle=40.0 stat=41.5 bottom=36.875 board=18.625 loft=7.5 CPU=35.8,Hot water tank temperatures at: 23:55:04 2022/01/31 top=55.5 side=44.0 middle=40.0 stat=41.5 bottom=36.875 board=18.625 loft=7.5 CPU=35.8,"Hot-water`tank temperatures at: 2022/01/31 23:55:04,top=55.5 side=44.0`middle=40.0 stat=41.5 bottom=36.875`board=18.625 loft=7.5 CPU=35.8",Hot wat{r tank Temp{ra7ureS at: 2022/01/31 23:55:04 t0p=55.5 side=44.0 m|dd1{=40.0 stat=41.5 bottom=36.875 board=18.625 Lo47=7.5 CPU=35.8,Hot waetr tank temperatures at: 22020/1/31 23:55:04 top=55.5 si=de44.0 middle=40.0 satt=4.15 btotmo=63.875 board=18.625 loft=7.5 CPU=35.8,"Hot wat]{er tank ]tempe!ratures at: 2022/01/31 23:'5""5:04 ]to`p=55.5 side=44.0 middle=40.0 stat=41.5 bottom=36.875 board=18.625 loft=7.5 CPU=35.8",Hot wateeer tank temperatures at: 22022/01//31 23:55:04 top=55.5 side=44.0 middle=40.0 stat=41.5 botttom=36.8755 board=18.625 lloft=77.5 CCPU=355.8,Hot waer tank temperatures at: 2022/01/31 2:5:04 top=55.5 side=44.0 middle=40.0 stat=41.5 bottom=36.875 bor=18.625 loft=7.5 CU=3.8,Hot wATER tank temperAtures at: 2022/01/31 23:55:04 TOP=55.5 SIDE=44.0 middle=40.0 stat=41.5 bottom=36.875 board=18.625 loft=7.5 CPU=35.8
119,1488299850492170241,"System Time:2022-02-01 - 08:55:03 JST
Hostname:raspi
Uptime:5 days 17:54
CPU Load:0.2,0.08,0.07
CPU Temp:39.17
MFree:35168
SFree:544","System Time:2022-02-01 - 08:55:03 JST Uptime:5 Hostname:raspi days 17:54 CPU Load:0.2,0.08,0.07 CPU Temp:39.17 MFree:35168 SFree:544","System-Time:2022-02-01`- 08:55:03 JST
Hostname:raspi
Uptime:5 days 17:54
CPU,Load:0.2,0.08,0.07
CPU Temp:39.17
MFree:35168
SFree:544","System t|m{:2022-02-01 - JST Hostn@me Hostname:raspi Uptime:5 days 17:54 CPU Load:0.2,0.08,0.07 CPU Temp:39.17 MFree:35168 SFree:544","System Time:202-2020-1 - 08:55:03 Hostanme Hostname:raspi Uptime:5 dyas 17:54 CPU Load:0.2,0.08,0.07 CPU Temp:3.917 MFree:35168 SFree:544","System Time:20{22-02-0]1 - ]JS!T JST r'""aspi ]Up`time:5 days 17:54 CPU Load:0.2,0.08,0.07 CPU Temp:39.17 MFree:35168 SFree:544","System Time:20222-02-001 - 08:55:03 HHostnamee Hostname:raspi Uptime:5 days 17:54 CPU Load:0.22,0.08,0.077 CPU Temp:39.17 MMFree:351668 SFree:544","System Time:202-02-1 - 08:55:03 Hstame Hostname:raspi Uptime:5 days 17:54 CPU Load:0.2008,0.07 CPU Temp:39.17 Mree:3518 SFree:544","System TImE:2022-02-01 08:55:03 08:55:03 hOstNAME Hostname:raspi Uptime:5 days 17:54 CPU Load:0.2,0.08,0.07 CPU Temp:39.17 MFree:35168 SFree:544"
120,1488299842837389320,Every 5mins my WiFi going out. Get it tf together digicel 😑😑😑,Every 5mins my WiFi going Get out. it tf together digicel 😑😑😑,"Every-5mins`my WiFi going out. Get,it tf`together digicel 😑😑😑",Every 5mins my W|f| going out. Get it tf together digicel 😑😑😑,Every 5mins my WFii going out. Get it tf together digicel 😑😑😑,Every 5mins my WiF]{i going out. ]Ge!t it tf together d?igice/l !😑😑.😑,Every 5mins my WiFiii going out. Get it ttff together digicel 😑😑😑,Every 5mins my Wii going out. Get it tf together dgiel 😑😑😑,Every 5mins my wIfI goiNg out. Get it tf together DIGicEl 😑😑😑
121,1488299838554923012,T-Mobile dtm for a new phone number😂✌🏾,T-Mobile dtm for new a phone number😂✌🏾,T-Mobile-dtm`for a new phone number😂✌🏾,T-Mobile dtm for a new phone numB{r😂✌🏾,T-Mobile dtm for a new phone number😂✌🏾,T-Mobile d{t]m for a new ]ph!one number😂✌🏾,T-Mobile dttmm for a new phone nnumber😂✌✌🏾,T-Mobile dtm for a new phone number😂✌🏾,T-Mobile dTM for a new phone number😂✌🏾
122,1488299833802829836,"ARE YOU IN NEED OF ASSITANCE, WE HAVE EXPERTS IN: 
#onlineclass
 #fall classes
 #Essay due 
#Paper pay 
#javascript 
#Case study,
#python, 
#Do my homework
#essaypay 
#MATHS 
#essay write,
#assignments 
#pay assignments
#Onlineclass
Kindly DM US NOW","ARE YOU IN NEED OF ASSITANCE, WE HAVE EXPERTS IN: #onlineclass #fall classes #Essay due #Paper pay #Case #javascript study, #python, #Do my homework #essaypay #MATHS #essay write, #assignments #pay assignments #Onlineclass Kindly DM US NOW","ARE-YOU`IN NEED OF ASSITANCE, WE,HAVE EXPERTS`IN: 
#onlineclass
 #fall`classes
 #Essay due*
#Paper-pay,
#javascript*
#Case`study,
#python, 
#Do`my homework
#essaypay*
#MATHS`
#essay write,
#assignments 
#pay-assignments
#Onlineclass
Kindly.DM US NOW","ARE YoU IN NEED Of ASSITANCE, WE HaV{ EXPERTS IN: OnIin{C|A$$ #fall classes #Essay due #Paper pay #javascript #Case study, py7h0n #Do my homework #essaypay M@tHS #essay write, #assignments #pay assignments #Onlineclass Kindly DM US NOW","ARE YOU IN NEED OF ASSITANCE, WE HVAE EXPERTS IN: #onlineclass flal classes Essay due #Paper pay #javascript Csae study, #python, #Do my homework #essaypay #MATHS #essay write, #assignments #pay assignments #Onlineclass Kndily DM US NOW","ARE Y{O]U IN ]NE!ED OF ASS'I""TANCE ]W.E HAVE EXPERTS IN: #onlineclass #fall classes #Essay due #Paper pay #javascript #Case study, #python, D(@o my homework #essaypay #MATHS #essay write, #assignments #pay assignments Onli~nec^lass Kindly ^,DM US NOW","ARE YOOUU IN NEED OOFF ASSITANCE, WE HAVE EXPERTS IN: onliineclaass #fall classes EEssayy due #Paper pay jjavascrript #Case study, #python, #Do my homework #essaypay #MATHS #essay write, #assignments #pay assignments #Onlineclass Kindly DDMM US NOW","ARE YOU IN NEED OF ASSITANCE, WE HAE EXPERTS IN: onlinclss #fall cases Esay due Paer pay #javascript #Case study, #python, #Do my homework #essaypay #MATHS #essay write, #assignments #pay assignments #Onlineclass Kindly DM US NOW","ARE You IN NEED Of ASSITANCE, WE have EXPERTS iN #onlineclass #fall CLasSEs #Essay due #Paper pay #javascript #Case study, #python, #Do my homework #essaypay #MATHS EsSAy write, #assignments #pay assignments #Onlineclass Kindly dm US NOw"
123,1488299827691769856,"D11. Data structure
----
Doubly Linked List
In comparison to singly:
it is more flexible because each node points to both directions + takes up more memory.
Unlike Singly, removal is always constant. 

#CodeNewbie  #100Devs #DataStructure #WomenWhoCode #womenintech #100DaysOfCode","D11. Data structure ---- Doubly Linked List In comparison to singly: it is more flexible because each points node to both directions + takes up more memory. Unlike Singly, removal is always constant. #CodeNewbie #100Devs #DataStructure #WomenWhoCode #womenintech #100DaysOfCode","D11.-Data`structure
----
Doubly Linked List
In comparison to,singly:
it is`more flexible because`each node points*to-both,directions*+`takes up`more memory.
Unlike*Singly,`removal is always-constant..

#CodeNewbie  #100Devs`#DataStructure #WomenWhoCode #womenintech.#100DaysOfCode","D11. Dat@ structure ---- IInk{d Linked List c0mpArISon comparison to singly: it is more flexible because each node points to both directions + takes up more memory. Unlike Singly, removal is always constant. 100D{v5 D@t@Stru[7ur{ #DataStructure #WomenWhoCode #womenintech #100DaysOfCode",D11. Dtaa structure ---- Doubly Lsit List In comparison to singly: it is more flexible because each node points to direcitons directions + takes mroe more memory. Unlike rmevoal is is always constant. 10D0evs #100Devs #DataStructure #WomenWhoCode #womenintech #100DaysOfCode,"D11. Dat]{a structure ---- ]Li!nked Linked List com'p""arison comparison to singly: ]i.s is more flexible because each node points to both directions + takes up more memory. Unlike Singly, removal is always constant. #CodeNewbie D@ataStruct=ure #DataStructure #WomenWhoCode #womenintech #100DaysOfCode",D11. Dataaa structure ---- Doubly LListt List In comparison to singly: it is more flexible because each node points to direectionns directions + takes mmoree memoorry memory. Singglly reemovall removal is always constant. #CodeNewbie #100Devs #DataStructure #WomenWhoCode #womenintech #100DaysOfCode,"D11. Daa structure ---- Doubly Linked List cmparisn comparison to singly: it is more flexible because each node points to both + + takes up mmry memory. Sgly Singly, removal is always constant. #CodeNewbie #100Devs #DataStructure #WomenWhoCode #womenintech #100DaysOfCode","D11. dATA structUre ---- Doubly Linked List COMPARIsoN comparison to singly: it is more flexible because each POiNtS points to both directions + takes up more memory. Unlike Singly, removal is always constant. 100deVS #100Devs #DataStructure womeNiNTECh #womenintech #100DaysOfCode"
124,1488299815737851905,Mfs be 18 dating 14 year olds talking bout “I just FaceTimed bae😍😍” yeah you’re gonna face time very soon bro 💀💀,Mfs be 18 dating 14 year olds talking bout just “I FaceTimed bae😍😍” yeah you’re gonna face time very soon bro 💀💀,"Mfs-be`18 dating 14 year olds,talking bout`“I just FaceTimed`bae😍😍” yeah you’re*gonna-face,time*very`soon bro`💀💀",Mfs 6e 18 dating 14 year olds talking bout “I just FaceTimed bae😍😍” b@E😍😍 ” gonna face time r{ Gon bro 💀💀,Mfs be 18 dating 14 year odls talking bout “I just FaceTimed FaTceimed yeah ” gonna face ’ very gon bro 💀💀,"Mfs b]{e 18 ]da!ting 14 y'""ear ]`olds talking bout “I just FaceTimed bae😍😍” yeah you’re gonna face time very soon bro 💀💀",Mfs beee 18 dating 1144 year olds talking bout “I just FaceTimed bae😍😍” baae😍😍😍 you’re gonna face ’’’ very soon bro ffacee,Mfs be 18 dating 14 year ods talking bout “I just FaceTimed bae😍😍” yeah you’re yah face time re soon bro fce,Mfs BE 18 dating 14 year olds TALkiNg bout “I just FaceTimed FaceTimeD BAE😍😍 you’re gonna face time very soon bro 💀💀
125,1488299798985797632,"I know this makes me a fake CS student, but after so many years of Java, PHP, a little bit of assembly and a boatload of (the nightmare that is) C...

Going back to using python is like going back to your comfy bed at home after sleeping in hotel beds for seven semesters.","I know this makes me a fake CS student, but after so many years of Java, PHP, little a bit of assembly and a boatload of (the nightmare that is) C... Going back to using python is like going back to your comfy bed at home after sleeping in hotel beds for seven semesters.","I-know`this makes me a fake,CS student,`but after so`many years of*Java,-PHP,,a*little`bit of`assembly and*a`boatload of (the-nightmare.that is) C...

Going`back to using.python is like going-back to your comfy bed at home-after sleeping in hotel beds for seven`semesters.","I know this mak{$ me a fake C$ student, but after so many ye@rS of Java, PHP a little bit of assembly and a boatload of (the nightmare that is) C... Going back to using python is like going back to your comfy bed at home after 5L{ep!ng in h0t{L beds for seven semesters.","I know this maeks me a fake CS sudtent but after so many years of Jvaa PHP, a little bit of assbemly and a batoload of (the nightmare that is) C... Going back to using python is like going back to your comfy bed at home after selpenig in hotel beds for seven semesters.","I know this mak]{es me a fake ]!CS student, but after so m'""any yea.r!s of Java, PHP, a little bit of assembly and a boatload of (the nightmare that is) C... Going back to using python is like going back to your co(mf@y bed at home after sleeping in hotel beds for seven seme~ste^rs","I know this makeees me a fake CS sstuddent but after so many years of Java, PHP, a little bbbit of assembly and a bboatloadd of (the nighhtmaare that is) C... Going back to using python is like going back to your comfy bed at home after sleeping in hotel beds for seven seemessters","I know this maes me a fake CS student, but after so may yers of Java, PHP, a lite bit of asmbly and a batlad of (the nighmre that is C... Ging back to using python is like going back to your comfy bed at home after sleeping in hotel beds for seven semests","I know this mAKES me a fake Cs student, but after so many YEArS of Java, PHp a little bit of assembly and a BOATLoAD of (the nightmare that is) C... Going back to using python is like going back to your CoMFy bed at home after sleeping in hotel beds for seVEN semesters."
126,1488299789519405059,"Sometimes a family cell plan is your mom, your partner, and your closest friends because you got a decent deal at tmobile","Sometimes a family cell plan is your mom, your and partner, your closest friends because you got a decent deal at tmobile","Sometimes-a`family cell plan is your,mom, your`partner, and your`closest friends because*you-got,a*decent`deal at`tmobile","Sometimes a family [eI! plan |S your mom, your partner, and your closest friends because you got a d{CenT de@l at tmobile","Sometimes a family clel plan is your mom your partner, and your closest friends because you got a decent deal at tombile","Sometimes a family cel]{l plan ]!is your mom, your p?artne/r and your !close.st friends because you got a decent deal at tmobile","Sometimes a family cellll plan is your mmoom your partner, and your closest friends because you got a decent deeall at tmobile","Sometimes a family cel plan is your mom, your prter and your closest friends because you got a decent deal at tbile","Sometimes a family CELL plaN is your mom, your PARtnEr and your closest frienDs because you got a decent deal at TMobILe"
127,1488299783647289345,"why is my wifi being so utterly wank,  this shit pissing me off fr, im gonna fuckin cry in a min","why is my wifi being so utterly wank, this pissing shit me off fr, im gonna fuckin cry in a min","why-is`my wifi being so utterly,wank, `this shit pissing`me off fr,*im-gonna,fuckin*cry`in a`min","why is my w|f| being so utterly wank this shit p!S5InG me off fr, |m gonna fuckin cry in a min","why is my wfii being so utterly wank, this siht pissing me off fr, im gonna fuckin cry cry a min",why is my wif]{i being so utterly ]wa!nk this shit p?issin/g me off !.fr im gonna fuckin cry in a min,"why is my wifiii being so utterly wank, this sshitt pissing me off fr, im gonna fuckin cry cccry a min","why is my wii being so utterly wank, this shit pssng me off fr, im gonna fuckin cry in a min","why is my WIFI beiNg so utterly wank, this shit PISsiNg me off fr, Im gonna fuckin cry CrY a min"
128,1488299780786765831,"I'm starting #100DaysOfCode today. I'll be taking a closer look at:
- jest/mocha
- recoil/redux
- oath/passport.js
- next.js
- cookies
- graphQL
- material UI

What other remarkable technologies should I look at? #javascript #webdevelopment #programmer",I'm starting #100DaysOfCode today. I'll be taking a closer look at: - jest/mocha - recoil/redux - oath/passport.js next.js - - cookies - graphQL - material UI What other remarkable technologies should I look at? #javascript #webdevelopment #programmer,"I'm-starting`#100DaysOfCode today. I'll be taking,a closer`look at:
- jest/mocha
-`recoil/redux
- oath/passport.js
- next.js
-*cookies
--graphQL
-,material*UI

What`other remarkable`technologies should*I`look at? #javascript-#webdevelopment.#programmer",I'm starting $tarTInG today. I'll be taking a closer look at: l0Ok jest/mocha j{St/m0Cha recoil/redux - oath/passport.js - next.js - cookies - graphQL - material UI What other remarkable jAv@$<rlp7 should I look at? #javascript #webdevelopment #programmer,I'm starting starintg today. I'll be taking be tiakng look at: look jest/mocha - recoil/reudx oathp/asspotr.js oath/passport.js - next.js - cookies - graphQL - material UI What other remarkable technologies should I look at? #javascript #webdevelopment #programmer,"I'm starting startin]{g today. ]to!day be taking a t'""aking look clo.se!r - jest/mocha - recoil/redux - oath/passport.js - next.js - cookies - graphQL - material UI What other remarkable technologies should prog(`rammer look at? #javascript #webdevelopment #programmer",I'm starting startinggg today. I'll be taking bbee closer look at: - jest/mocha - recoil/redux oathh/passsport.js oath/passport.js - gggraphQL - cookies - otheerr remaarkaable material UI What other remarkable technologies should I look at? #javascript #webdevelopment #programmer,I'm starting starig today. I'll be taking be closer look at: - jest/mocha - recoil/redux - oath/passport.js ckies next.js mteral UI - graphQL - material UI What other remarkable technologies should I look at? #javascript #webdevelopment #programmer,I'm starting STARTING today. I'll be taking a closer look at: LOok jest/mocha jest/mocHa RecOil/ReDUX - oath/passport.js - next.js - cookies - graphQL - material UI What other remarkable technologies wEBDEVELOPmENt I look at? #javascript #webdevelopment #programmer
